alpha3,scenario,year,fractionUrban
GRD,SSP5,2025,0.466
GRD,SSP5,2030,0.502
GRD,SSP5,2050,0.634
GRD,SSP5,2100,0.838
GLP,SSP5,2025,0.996
GLP,SSP5,2030,0.998
GLP,SSP5,2050,1.0
GLP,SSP5,2100,1.0
GUM,SSP5,2025,0.979
GUM,SSP5,2030,0.986
GUM,SSP5,2050,0.998
GUM,SSP5,2100,1.0
GTM,SSP5,2025,0.586
GTM,SSP5,2030,0.618
GTM,SSP5,2050,0.729
GTM,SSP5,2100,0.897
GIN,SSP5,2025,0.453
GIN,SSP5,2030,0.494
GIN,SSP5,2050,0.646
GIN,SSP5,2100,0.874
GNB,SSP5,2025,0.528
GNB,SSP5,2030,0.57
GNB,SSP5,2050,0.714
GNB,SSP5,2100,0.915
HTI,SSP5,2025,0.603
HTI,SSP5,2030,0.645
HTI,SSP5,2050,0.769
HTI,SSP5,2100,0.944
HND,SSP5,2025,0.628
HND,SSP5,2030,0.661
HND,SSP5,2050,0.77
HND,SSP5,2100,0.941
HUN,SSP5,2025,0.762
HUN,SSP5,2030,0.78
HUN,SSP5,2050,0.835
HUN,SSP5,2100,0.974
ISL,SSP5,2025,0.971
ISL,SSP5,2030,0.981
ISL,SSP5,2050,0.997
ISL,SSP5,2100,1.0
IND,SSP5,2025,0.413
IND,SSP5,2030,0.449
IND,SSP5,2050,0.589
IND,SSP5,2100,0.826
IDN,SSP5,2025,0.633
IDN,SSP5,2030,0.672
IDN,SSP5,2050,0.789
IDN,SSP5,2100,0.956
IRN,SSP5,2025,0.786
IRN,SSP5,2030,0.807
IRN,SSP5,2050,0.877
IRN,SSP5,2100,0.993
IRQ,SSP5,2025,0.764
IRQ,SSP5,2030,0.783
IRQ,SSP5,2050,0.838
IRQ,SSP5,2100,0.976
IRL,SSP5,2025,0.701
IRL,SSP5,2030,0.726
IRL,SSP5,2050,0.804
IRL,SSP5,2100,0.952
ISR,SSP5,2025,0.957
ISR,SSP5,2030,0.966
ISR,SSP5,2050,0.993
ISR,SSP5,2100,1.0
ITA,SSP5,2025,0.756
ITA,SSP5,2030,0.776
ITA,SSP5,2050,0.831
ITA,SSP5,2100,0.971
JAM,SSP5,2025,0.634
JAM,SSP5,2030,0.664
JAM,SSP5,2050,0.765
JAM,SSP5,2100,0.916
JPN,SSP5,2025,0.95
JPN,SSP5,2030,0.961
JPN,SSP5,2050,0.992
JPN,SSP5,2100,1.0
JOR,SSP5,2025,0.925
JOR,SSP5,2030,0.941
JOR,SSP5,2050,0.983
JOR,SSP5,2100,1.0
KAZ,SSP5,2025,0.661
KAZ,SSP5,2030,0.689
KAZ,SSP5,2050,0.78
KAZ,SSP5,2100,0.926
KEN,SSP5,2025,0.338
KEN,SSP5,2030,0.376
KEN,SSP5,2050,0.539
KEN,SSP5,2100,0.826
KIR,SSP5,2025,0.595
KIR,SSP5,2030,0.633
KIR,SSP5,2050,0.757
KIR,SSP5,2100,0.931
KGZ,SSP5,2025,0.459
KGZ,SSP5,2030,0.496
KGZ,SSP5,2050,0.629
KGZ,SSP5,2100,0.834
LAO,SSP5,2025,0.429
LAO,SSP5,2030,0.474
LAO,SSP5,2050,0.648
LAO,SSP5,2100,0.885
LVA,SSP5,2025,0.752
LVA,SSP5,2030,0.772
LVA,SSP5,2050,0.829
LVA,SSP5,2100,0.972
LBN,SSP5,2025,0.929
LBN,SSP5,2030,0.944
LBN,SSP5,2050,0.985
LBN,SSP5,2100,1.0
LSO,SSP5,2025,0.379
LSO,SSP5,2030,0.428
LSO,SSP5,2050,0.619
LSO,SSP5,2100,0.888
LBR,SSP5,2025,0.59
LBR,SSP5,2030,0.624
LBR,SSP5,2050,0.744
LBR,SSP5,2100,0.916
LBY,SSP5,2025,0.845
LBY,SSP5,2030,0.859
LBY,SSP5,2050,0.931
LBY,SSP5,2100,0.998
LTU,SSP5,2025,0.746
LTU,SSP5,2030,0.768
LTU,SSP5,2050,0.83
LTU,SSP5,2100,0.972
LUX,SSP5,2025,0.931
LUX,SSP5,2030,0.946
LUX,SSP5,2050,0.985
LUX,SSP5,2100,1.0
MDG,SSP5,2025,0.434
MDG,SSP5,2030,0.474
MDG,SSP5,2050,0.631
MDG,SSP5,2100,0.857
MWI,SSP5,2025,0.236
MWI,SSP5,2030,0.269
MWI,SSP5,2050,0.423
MWI,SSP5,2100,0.778
MYS,SSP5,2025,0.803
MYS,SSP5,2030,0.826
MYS,SSP5,2050,0.904
MYS,SSP5,2100,0.997
MDV,SSP5,2025,0.488
MDV,SSP5,2030,0.53
MDV,SSP5,2050,0.68
MDV,SSP5,2100,0.897
MLI,SSP5,2025,0.486
MLI,SSP5,2030,0.529
MLI,SSP5,2050,0.683
MLI,SSP5,2100,0.899
MLT,SSP5,2025,0.974
MLT,SSP5,2030,0.983
MLT,SSP5,2050,0.997
MLT,SSP5,2100,1.0
MHL,SSP5,2025,0.806
MHL,SSP5,2030,0.825
MHL,SSP5,2050,0.897
MHL,SSP5,2100,0.995
MTQ,SSP5,2025,0.941
MTQ,SSP5,2030,0.953
MTQ,SSP5,2050,0.989
MTQ,SSP5,2100,1.0
MRT,SSP5,2025,0.627
MRT,SSP5,2030,0.674
MRT,SSP5,2050,0.81
MRT,SSP5,2100,0.974
MUS,SSP5,2025,0.524
MUS,SSP5,2030,0.558
MUS,SSP5,2050,0.681
MUS,SSP5,2100,0.851
MYT,SSP5,2025,0.614
MYT,SSP5,2030,0.65
MYT,SSP5,2050,0.771
MYT,SSP5,2100,0.943
MEX,SSP5,2025,0.827
MEX,SSP5,2030,0.84
MEX,SSP5,2050,0.911
MEX,SSP5,2100,0.997
MDA,SSP5,2025,0.533
MDA,SSP5,2030,0.567
MDA,SSP5,2050,0.687
MDA,SSP5,2100,0.858
MNG,SSP5,2025,0.761
MNG,SSP5,2030,0.783
MNG,SSP5,2050,0.849
MNG,SSP5,2100,0.985
MNE,SSP5,2025,0.751
MNE,SSP5,2030,0.78
MNE,SSP5,2050,0.858
MNE,SSP5,2100,0.992
MAR,SSP5,2025,0.677
MAR,SSP5,2030,0.706
MAR,SSP5,2050,0.798
MAR,SSP5,2100,0.954
MOZ,SSP5,2025,0.452
MOZ,SSP5,2030,0.499
MOZ,SSP5,2050,0.668
MOZ,SSP5,2100,0.901
MMR,SSP5,2025,0.391
MMR,SSP5,2030,0.427
MMR,SSP5,2050,0.569
MMR,SSP5,2100,0.817
NAM,SSP5,2025,0.534
NAM,SSP5,2030,0.573
NAM,SSP5,2050,0.703
NAM,SSP5,2100,0.898
NPL,SSP5,2025,0.269
NPL,SSP5,2030,0.31
NPL,SSP5,2050,0.495
NPL,SSP5,2100,0.826
NLD,SSP5,2025,0.925
NLD,SSP5,2030,0.94
NLD,SSP5,2050,0.983
NLD,SSP5,2100,1.0
NCL,SSP5,2025,0.752
NCL,SSP5,2030,0.774
NCL,SSP5,2050,0.837
NCL,SSP5,2100,0.976
NZL,SSP5,2025,0.919
NZL,SSP5,2030,0.931
NZL,SSP5,2050,0.977
NZL,SSP5,2100,1.0
NIC,SSP5,2025,0.662
NIC,SSP5,2030,0.689
NIC,SSP5,2050,0.781
NIC,SSP5,2100,0.927
NER,SSP5,2025,0.243
NER,SSP5,2030,0.274
NER,SSP5,2050,0.414
NER,SSP5,2100,0.755
NGA,SSP5,2025,0.563
NGA,SSP5,2030,0.604
NGA,SSP5,2050,0.743
NGA,SSP5,2100,0.928
NIU,SSP5,2025,0.495
NIU,SSP5,2030,0.531
NIU,SSP5,2050,0.663
NIU,SSP5,2100,0.854
MKD,SSP5,2025,0.663
MKD,SSP5,2030,0.691
MKD,SSP5,2050,0.783
MKD,SSP5,2100,0.928
MNP,SSP5,2025,0.951
MNP,SSP5,2030,0.961
MNP,SSP5,2050,0.992
MNP,SSP5,2100,1.0
NOR,SSP5,2025,0.834
NOR,SSP5,2030,0.846
NOR,SSP5,2050,0.913
NOR,SSP5,2100,0.997
OMN,SSP5,2025,0.836
OMN,SSP5,2030,0.853
OMN,SSP5,2050,0.939
OMN,SSP5,2100,0.999
PAK,SSP5,2025,0.456
PAK,SSP5,2030,0.493
PAK,SSP5,2050,0.627
PAK,SSP5,2100,0.84
PLW,SSP5,2025,0.803
PLW,SSP5,2030,0.817
PLW,SSP5,2050,0.875
PLW,SSP5,2100,0.992
PSE,SSP5,2025,0.803
PSE,SSP5,2030,0.818
PSE,SSP5,2050,0.878
PSE,SSP5,2100,0.993
PAN,SSP5,2025,0.733
PAN,SSP5,2030,0.756
PAN,SSP5,2050,0.825
PAN,SSP5,2100,0.965
PNG,SSP5,2025,0.199
PNG,SSP5,2030,0.228
PNG,SSP5,2050,0.364
PNG,SSP5,2100,0.726
PRY,SSP5,2025,0.683
PRY,SSP5,2030,0.712
PRY,SSP5,2050,0.798
PRY,SSP5,2100,0.944
PER,SSP5,2025,0.82
PER,SSP5,2030,0.834
PER,SSP5,2050,0.898
PER,SSP5,2100,0.995
PHL,SSP5,2025,0.56
PHL,SSP5,2030,0.592
PHL,SSP5,2050,0.708
PHL,SSP5,2100,0.879
POL,SSP5,2025,0.696
POL,SSP5,2030,0.722
POL,SSP5,2050,0.8
POL,SSP5,2100,0.941
PRT,SSP5,2025,0.697
PRT,SSP5,2030,0.724
PRT,SSP5,2050,0.807
PRT,SSP5,2100,0.955
PRI,SSP5,2025,0.98
PRI,SSP5,2030,0.987
PRI,SSP5,2050,0.998
PRI,SSP5,2100,1.0
QAT,SSP5,2025,0.996
QAT,SSP5,2030,0.997
QAT,SSP5,2050,1.0
QAT,SSP5,2100,1.0
ROU,SSP5,2025,0.635
ROU,SSP5,2030,0.664
ROU,SSP5,2050,0.765
ROU,SSP5,2100,0.915
RUS,SSP5,2025,0.795
RUS,SSP5,2030,0.809
RUS,SSP5,2050,0.853
RUS,SSP5,2100,0.989
RWA,SSP5,2025,0.279
RWA,SSP5,2030,0.322
RWA,SSP5,2050,0.515
RWA,SSP5,2100,0.848
REU,SSP5,2025,0.997
REU,SSP5,2030,0.998
REU,SSP5,2050,1.0
REU,SSP5,2100,1.0
KNA,SSP5,2025,0.417
KNA,SSP5,2030,0.453
KNA,SSP5,2050,0.592
KNA,SSP5,2100,0.821
SPM,SSP5,2025,0.943
SPM,SSP5,2030,0.955
SPM,SSP5,2050,0.989
SPM,SSP5,2100,1.0
VCT,SSP5,2025,0.594
VCT,SSP5,2030,0.626
VCT,SSP5,2050,0.741
VCT,SSP5,2100,0.912
WSM,SSP5,2025,0.292
WSM,SSP5,2030,0.326
WSM,SSP5,2050,0.466
WSM,SSP5,2100,0.767
SMR,SSP5,2025,0.988
SMR,SSP5,2030,0.993
SMR,SSP5,2050,0.999
SMR,SSP5,2100,1.0
STP,SSP5,2025,0.768
STP,SSP5,2030,0.797
STP,SSP5,2050,0.884
STP,SSP5,2100,0.994
SAU,SSP5,2025,0.886
SAU,SSP5,2030,0.908
SAU,SSP5,2050,0.961
SAU,SSP5,2100,1.0
SEN,SSP5,2025,0.545
SEN,SSP5,2030,0.579
SEN,SSP5,2050,0.701
SEN,SSP5,2100,0.882
SRB,SSP5,2025,0.646
SRB,SSP5,2030,0.676
SRB,SSP5,2050,0.776
SRB,SSP5,2100,0.929
SYC,SSP5,2025,0.63
SYC,SSP5,2030,0.659
SYC,SSP5,2050,0.762
SYC,SSP5,2100,0.915
SLE,SSP5,2025,0.5
SLE,SSP5,2030,0.536
SLE,SSP5,2050,0.668
SLE,SSP5,2100,0.859
SVK,SSP5,2025,0.643
SVK,SSP5,2030,0.672
SVK,SSP5,2050,0.769
SVK,SSP5,2100,0.925
SVN,SSP5,2025,0.625
SVN,SSP5,2030,0.655
SVN,SSP5,2050,0.761
SVN,SSP5,2100,0.916
SLB,SSP5,2025,0.298
SLB,SSP5,2030,0.337
SLB,SSP5,2050,0.504
SLB,SSP5,2100,0.815
SOM,SSP5,2025,0.508
SOM,SSP5,2030,0.545
SOM,SSP5,2050,0.682
SOM,SSP5,2100,0.879
ZAF,SSP5,2025,0.707
ZAF,SSP5,2030,0.732
ZAF,SSP5,2050,0.808
ZAF,SSP5,2100,0.953
KOR,SSP5,2025,0.887
KOR,SSP5,2030,0.909
KOR,SSP5,2050,0.963
KOR,SSP5,2100,1.0
SSD,SSP5,2025,0.264
SSD,SSP5,2030,0.297
SSD,SSP5,2050,0.441
SSD,SSP5,2100,0.771
ESP,SSP5,2025,0.827
ESP,SSP5,2030,0.839
ESP,SSP5,2050,0.9
ESP,SSP5,2100,0.995
LKA,SSP5,2025,0.269
LKA,SSP5,2030,0.302
LKA,SSP5,2050,0.442
LKA,SSP5,2100,0.752
SDN,SSP5,2025,0.445
SDN,SSP5,2030,0.486
SDN,SSP5,2050,0.639
SDN,SSP5,2100,0.859
SUR,SSP5,2025,0.741
SUR,SSP5,2030,0.763
SUR,SSP5,2050,0.824
SUR,SSP5,2100,0.963
SWE,SSP5,2025,0.91
SWE,SSP5,2030,0.924
SWE,SSP5,2050,0.972
SWE,SSP5,2100,1.0
CHE,SSP5,2025,0.794
CHE,SSP5,2030,0.808
CHE,SSP5,2050,0.852
CHE,SSP5,2100,0.988
SYR,SSP5,2025,0.651
SYR,SSP5,2030,0.679
SYR,SSP5,2050,0.775
SYR,SSP5,2100,0.926
TWN,SSP5,2025,0.825
TWN,SSP5,2030,0.843
TWN,SSP5,2050,0.919
TWN,SSP5,2100,0.997
TZA,SSP5,2025,0.415
TZA,SSP5,2030,0.463
TZA,SSP5,2050,0.643
TZA,SSP5,2100,0.885
THA,SSP5,2025,0.555
THA,SSP5,2030,0.592
THA,SSP5,2050,0.72
THA,SSP5,2100,0.912
TLS,SSP5,2025,0.381
TLS,SSP5,2030,0.418
TLS,SSP5,2050,0.575
TLS,SSP5,2100,0.831
TGO,SSP5,2025,0.505
TGO,SSP5,2030,0.547
TGO,SSP5,2050,0.698
TGO,SSP5,2100,0.904
TON,SSP5,2025,0.331
TON,SSP5,2030,0.365
TON,SSP5,2050,0.508
TON,SSP5,2100,0.791
TTO,SSP5,2025,0.637
TTO,SSP5,2030,0.666
TTO,SSP5,2050,0.766
TTO,SSP5,2100,0.915
TUN,SSP5,2025,0.749
TUN,SSP5,2030,0.771
TUN,SSP5,2050,0.837
TUN,SSP5,2100,0.976
TUR,SSP5,2025,0.789
TUR,SSP5,2030,0.81
TUR,SSP5,2050,0.88
TUR,SSP5,2100,0.993
TKM,SSP5,2025,0.586
TKM,SSP5,2030,0.618
TKM,SSP5,2050,0.728
TKM,SSP5,2100,0.892
TCA,SSP5,2025,0.954
TCA,SSP5,2030,0.967
TCA,SSP5,2050,0.993
TCA,SSP5,2100,1.0
TUV,SSP5,2025,0.674
TUV,SSP5,2030,0.707
TUV,SSP5,2050,0.81
TUV,SSP5,2100,0.965
UGA,SSP5,2025,0.303
UGA,SSP5,2030,0.345
UGA,SSP5,2050,0.526
UGA,SSP5,2100,0.835
UKR,SSP5,2025,0.759
UKR,SSP5,2030,0.779
UKR,SSP5,2050,0.836
UKR,SSP5,2100,0.975
ARE,SSP5,2025,0.894
ARE,SSP5,2030,0.911
ARE,SSP5,2050,0.962
ARE,SSP5,2100,1.0
GBR,SSP5,2025,0.847
GBR,SSP5,2030,0.856
GBR,SSP5,2050,0.926
GBR,SSP5,2100,0.998
USA,SSP5,2025,0.842
USA,SSP5,2030,0.852
USA,SSP5,2050,0.925
USA,SSP5,2100,0.998
VIR,SSP5,2025,0.982
VIR,SSP5,2030,0.987
VIR,SSP5,2050,0.998
VIR,SSP5,2100,1.0
URY,SSP5,2025,0.976
URY,SSP5,2030,0.985
URY,SSP5,2050,0.997
URY,SSP5,2100,1.0
UZB,SSP5,2025,0.61
UZB,SSP5,2030,0.64
UZB,SSP5,2050,0.748
UZB,SSP5,2100,0.911
VUT,SSP5,2025,0.344
VUT,SSP5,2030,0.379
VUT,SSP5,2050,0.534
VUT,SSP5,2100,0.813
VEN,SSP5,2025,0.929
VEN,SSP5,2030,0.943
VEN,SSP5,2050,0.984
VEN,SSP5,2100,1.0
VNM,SSP5,2025,0.409
VNM,SSP5,2030,0.447
VNM,SSP5,2050,0.594
VNM,SSP5,2100,0.836
ESH,SSP5,2025,0.927
ESH,SSP5,2030,0.942
ESH,SSP5,2050,0.985
ESH,SSP5,2100,1.0
YEM,SSP5,2025,0.442
YEM,SSP5,2030,0.485
YEM,SSP5,2050,0.648
YEM,SSP5,2100,0.88
ZMB,SSP5,2025,0.503
ZMB,SSP5,2030,0.538
ZMB,SSP5,2050,0.666
ZMB,SSP5,2100,0.854
ZWE,SSP5,2025,0.441
ZWE,SSP5,2030,0.478
ZWE,SSP5,2050,0.623
ZWE,SSP5,2100,0.847
AFG,SSP1,2025,0.315
AFG,SSP1,2030,0.341
AFG,SSP1,2050,0.448
AFG,SSP1,2100,0.7
ALB,SSP1,2025,0.597
ALB,SSP1,2030,0.622
ALB,SSP1,2050,0.712
ALB,SSP1,2100,0.839
DZA,SSP1,2025,0.742
DZA,SSP1,2030,0.76
DZA,SSP1,2050,0.816
DZA,SSP1,2100,0.924
ASM,SSP1,2025,0.916
ASM,SSP1,2030,0.927
ASM,SSP1,2050,0.962
ASM,SSP1,2100,0.996
AND,SSP1,2025,0.924
AND,SSP1,2030,0.934
AND,SSP1,2050,0.966
AND,SSP1,2100,0.996
AGO,SSP1,2025,0.688
AGO,SSP1,2030,0.713
AGO,SSP1,2050,0.79
AGO,SSP1,2100,0.914
ARG,SSP1,2025,0.941
ARG,SSP1,2030,0.95
ARG,SSP1,2050,0.976
ARG,SSP1,2100,0.997
ARM,SSP1,2025,0.703
ARM,SSP1,2030,0.721
ARM,SSP1,2050,0.781
ARM,SSP1,2100,0.881
AUS,SSP1,2025,0.895
AUS,SSP1,2030,0.906
AUS,SSP1,2050,0.946
AUS,SSP1,2100,0.995
AZE,SSP1,2025,0.613
AZE,SSP1,2030,0.637
AZE,SSP1,2050,0.719
AZE,SSP1,2100,0.837
BHS,SSP1,2025,0.849
BHS,SSP1,2030,0.863
BHS,SSP1,2050,0.913
BHS,SSP1,2100,0.987
BHR,SSP1,2025,0.92
BHR,SSP1,2030,0.931
BHR,SSP1,2050,0.964
BHR,SSP1,2100,0.996
BGD,SSP1,2025,0.4
BGD,SSP1,2030,0.433
BGD,SSP1,2050,0.565
BGD,SSP1,2100,0.79
BLR,SSP1,2025,0.797
BLR,SSP1,2030,0.81
BLR,SSP1,2050,0.849
BLR,SSP1,2100,0.959
BEL,SSP1,2025,0.99
BEL,SSP1,2030,0.993
BEL,SSP1,2050,0.996
BEL,SSP1,2100,0.999
BEN,SSP1,2025,0.53
BEN,SSP1,2030,0.562
BEN,SSP1,2050,0.671
BEN,SSP1,2100,0.828
BTN,SSP1,2025,0.457
BTN,SSP1,2030,0.493
BTN,SSP1,2050,0.626
BTN,SSP1,2100,0.823
BOL,SSP1,2025,0.732
BOL,SSP1,2030,0.751
BOL,SSP1,2050,0.808
BOL,SSP1,2100,0.913
BIH,SSP1,2025,0.54
BIH,SSP1,2030,0.566
BIH,SSP1,2050,0.665
BIH,SSP1,2100,0.816
BWA,SSP1,2025,0.708
BWA,SSP1,2030,0.733
BWA,SSP1,2050,0.811
BWA,SSP1,2100,0.938
BRA,SSP1,2025,0.886
BRA,SSP1,2030,0.899
BRA,SSP1,2050,0.942
BRA,SSP1,2100,0.994
VGB,SSP1,2025,0.55
VGB,SSP1,2030,0.581
VGB,SSP1,2050,0.688
VGB,SSP1,2100,0.836
BRN,SSP1,2025,0.792
BRN,SSP1,2030,0.804
BRN,SSP1,2050,0.84
BRN,SSP1,2100,0.949
BGR,SSP1,2025,0.774
BGR,SSP1,2030,0.787
BGR,SSP1,2050,0.828
BGR,SSP1,2100,0.935
BFA,SSP1,2025,0.339
BFA,SSP1,2030,0.372
BFA,SSP1,2050,0.504
BFA,SSP1,2100,0.763
BDI,SSP1,2025,0.161
BDI,SSP1,2030,0.182
BDI,SSP1,2050,0.286
BDI,SSP1,2100,0.598
CPV,SSP1,2025,0.7
CPV,SSP1,2030,0.723
CPV,SSP1,2050,0.797
CPV,SSP1,2100,0.916
KHM,SSP1,2025,0.274
KHM,SSP1,2030,0.299
KHM,SSP1,2050,0.405
KHM,SSP1,2100,0.665
CMR,SSP1,2025,0.611
CMR,SSP1,2030,0.639
CMR,SSP1,2050,0.733
CMR,SSP1,2100,0.853
CAN,SSP1,2025,0.835
CAN,SSP1,2030,0.842
CAN,SSP1,2050,0.888
CAN,SSP1,2100,0.976
CAF,SSP1,2025,0.47
CAF,SSP1,2030,0.495
CAF,SSP1,2050,0.599
CAF,SSP1,2100,0.785
TCD,SSP1,2025,0.298
TCD,SSP1,2030,0.323
TCD,SSP1,2050,0.429
TCD,SSP1,2100,0.683
CHL,SSP1,2025,0.91
CHL,SSP1,2030,0.92
CHL,SSP1,2050,0.958
CHL,SSP1,2100,0.996
CHN,SSP1,2025,0.587
CHN,SSP1,2030,0.618
CHN,SSP1,2050,0.719
CHN,SSP1,2100,0.851
COL,SSP1,2025,0.816
COL,SSP1,2030,0.826
COL,SSP1,2050,0.863
COL,SSP1,2100,0.965
COM,SSP1,2025,0.362
COM,SSP1,2030,0.388
COM,SSP1,2050,0.492
COM,SSP1,2100,0.726
COG,SSP1,2025,0.702
COG,SSP1,2030,0.721
COG,SSP1,2050,0.786
COG,SSP1,2100,0.893
CRI,SSP1,2025,0.773
CRI,SSP1,2030,0.789
CRI,SSP1,2050,0.839
CRI,SSP1,2100,0.951
HRV,SSP1,2025,0.629
HRV,SSP1,2030,0.652
HRV,SSP1,2050,0.73
HRV,SSP1,2100,0.842
CUB,SSP1,2025,0.803
CUB,SSP1,2030,0.813
CUB,SSP1,2050,0.845
CUB,SSP1,2100,0.955
CUW,SSP1,2025,0.933
CUW,SSP1,2030,0.944
CUW,SSP1,2050,0.971
CUW,SSP1,2100,0.997
CYP,SSP1,2025,0.741
CYP,SSP1,2030,0.758
CYP,SSP1,2050,0.809
CYP,SSP1,2100,0.913
CZE,SSP1,2025,0.78
CZE,SSP1,2030,0.792
CZE,SSP1,2050,0.83
CZE,SSP1,2100,0.935
CIV,SSP1,2025,0.557
CIV,SSP1,2030,0.583
CIV,SSP1,2050,0.679
CIV,SSP1,2100,0.823
COD,SSP1,2025,0.48
COD,SSP1,2030,0.506
COD,SSP1,2050,0.612
COD,SSP1,2100,0.794
DNK,SSP1,2025,0.906
DNK,SSP1,2030,0.916
DNK,SSP1,2050,0.955
DNK,SSP1,2100,0.995
DJI,SSP1,2025,0.806
DJI,SSP1,2030,0.815
DJI,SSP1,2050,0.847
DJI,SSP1,2100,0.956
DMA,SSP1,2025,0.747
DMA,SSP1,2030,0.764
DMA,SSP1,2050,0.816
DMA,SSP1,2100,0.922
DOM,SSP1,2025,0.787
DOM,SSP1,2030,0.802
DOM,SSP1,2050,0.846
DOM,SSP1,2100,0.957
ECU,SSP1,2025,0.698
ECU,SSP1,2030,0.718
ECU,SSP1,2050,0.783
ECU,SSP1,2100,0.888
EGY,SSP1,2025,0.513
EGY,SSP1,2030,0.539
EGY,SSP1,2050,0.639
EGY,SSP1,2100,0.803
SLV,SSP1,2025,0.72
SLV,SSP1,2030,0.739
SLV,SSP1,2050,0.8
SLV,SSP1,2100,0.906
GNQ,SSP1,2025,0.727
GNQ,SSP1,2030,0.748
GNQ,SSP1,2050,0.813
GNQ,SSP1,2100,0.929
ERI,SSP1,2025,0.45
ERI,SSP1,2030,0.484
ERI,SSP1,2050,0.609
ERI,SSP1,2100,0.809
EST,SSP1,2025,0.74
EST,SSP1,2030,0.755
EST,SSP1,2050,0.804
EST,SSP1,2100,0.906
SWZ,SSP1,2025,0.303
SWZ,SSP1,2030,0.33
SWZ,SSP1,2050,0.44
SWZ,SSP1,2100,0.695
ETH,SSP1,2025,0.238
ETH,SSP1,2030,0.262
ETH,SSP1,2050,0.367
ETH,SSP1,2100,0.637
FRO,SSP1,2025,0.49
FRO,SSP1,2030,0.517
FRO,SSP1,2050,0.62
FRO,SSP1,2100,0.796
FJI,SSP1,2025,0.601
FJI,SSP1,2030,0.625
FJI,SSP1,2050,0.712
FJI,SSP1,2100,0.836
FIN,SSP1,2025,0.869
FIN,SSP1,2030,0.883
FIN,SSP1,2050,0.928
FIN,SSP1,2100,0.991
FRA,SSP1,2025,0.814
FRA,SSP1,2030,0.823
FRA,SSP1,2050,0.854
FRA,SSP1,2100,0.962
PYF,SSP1,2025,0.673
PYF,SSP1,2030,0.693
PYF,SSP1,2050,0.76
PYF,SSP1,2100,0.857
GAB,SSP1,2025,0.91
GAB,SSP1,2030,0.923
GAB,SSP1,2050,0.961
GAB,SSP1,2100,0.996
GMB,SSP1,2025,0.647
GMB,SSP1,2030,0.674
GMB,SSP1,2050,0.762
GMB,SSP1,2100,0.886
GEO,SSP1,2025,0.63
GEO,SSP1,2030,0.654
GEO,SSP1,2050,0.731
GEO,SSP1,2100,0.842
DEU,SSP1,2025,0.804
DEU,SSP1,2030,0.814
DEU,SSP1,2050,0.845
DEU,SSP1,2100,0.955
GHA,SSP1,2025,0.592
GHA,SSP1,2030,0.618
GHA,SSP1,2050,0.71
GHA,SSP1,2100,0.84
GRC,SSP1,2025,0.799
GRC,SSP1,2030,0.809
GRC,SSP1,2050,0.842
GRC,SSP1,2100,0.95
GRL,SSP1,2025,0.878
GRL,SSP1,2030,0.891
GRL,SSP1,2050,0.933
GRL,SSP1,2100,0.992
GRD,SSP1,2025,0.444
GRD,SSP1,2030,0.469
GRD,SSP1,2050,0.573
GRD,SSP1,2100,0.772
GUM,SSP1,2025,0.964
GUM,SSP1,2030,0.969
GUM,SSP1,2050,0.989
GUM,SSP1,2100,0.998
GTM,SSP1,2025,0.565
GTM,SSP1,2030,0.59
GTM,SSP1,2050,0.683
GTM,SSP1,2100,0.822
GIN,SSP1,2025,0.421
GIN,SSP1,2030,0.448
GIN,SSP1,2050,0.556
GIN,SSP1,2100,0.768
GNB,SSP1,2025,0.501
GNB,SSP1,2030,0.533
GNB,SSP1,2050,0.648
GNB,SSP1,2100,0.82
HTI,SSP1,2025,0.573
HTI,SSP1,2030,0.604
HTI,SSP1,2050,0.707
HTI,SSP1,2100,0.845
HND,SSP1,2025,0.6
HND,SSP1,2030,0.626
HND,SSP1,2050,0.715
HND,SSP1,2100,0.841
HUN,SSP1,2025,0.741
HUN,SSP1,2030,0.757
HUN,SSP1,2050,0.805
HUN,SSP1,2100,0.907
ISL,SSP1,2025,0.961
ISL,SSP1,2030,0.966
ISL,SSP1,2050,0.987
ISL,SSP1,2100,0.998
IND,SSP1,2025,0.388
IND,SSP1,2030,0.415
IND,SSP1,2050,0.519
IND,SSP1,2100,0.743
IDN,SSP1,2025,0.599
IDN,SSP1,2030,0.629
IDN,SSP1,2050,0.726
IDN,SSP1,2100,0.854
IRN,SSP1,2025,0.767
IRN,SSP1,2030,0.783
IRN,SSP1,2050,0.83
IRN,SSP1,2100,0.94
IRQ,SSP1,2025,0.745
IRQ,SSP1,2030,0.76
IRQ,SSP1,2050,0.808
IRQ,SSP1,2100,0.91
IRL,SSP1,2025,0.686
IRL,SSP1,2030,0.705
IRL,SSP1,2050,0.769
IRL,SSP1,2100,0.869
ISR,SSP1,2025,0.95
ISR,SSP1,2030,0.957
ISR,SSP1,2050,0.981
ISR,SSP1,2100,0.998
ITA,SSP1,2025,0.74
ITA,SSP1,2030,0.755
ITA,SSP1,2050,0.804
ITA,SSP1,2100,0.906
JAM,SSP1,2025,0.616
JAM,SSP1,2030,0.64
JAM,SSP1,2050,0.721
JAM,SSP1,2100,0.838
JPN,SSP1,2025,0.937
JPN,SSP1,2030,0.946
JPN,SSP1,2050,0.973
JPN,SSP1,2100,0.997
JOR,SSP1,2025,0.902
JOR,SSP1,2030,0.914
JOR,SSP1,2050,0.954
